#hg19.ensGene.name	hg19.ensGene.chrom	hg19.ensGene.strand	hg19.ensGene.txStart	hg19.ensGene.txEnd	hg19.ensGene.cdsStart	hg19.ensGene.cdsEnd	hg19.ensGene.exonCount	hg19.ensGene.exonStarts	hg19.ensGene.exonEnds	hg19.ensemblToGeneName.value
ENST00000413721	chr21	-	44881991	44884696	44884696	44884696	3	44881991,44883219,44884471,	44882141,44883369,44884696,	LINC00313
ENST00000436359	chr21	+	44885188	44887178	44887178	44887178	2	44885188,44886937,	44885227,44887178,	AP001048.4
ENST00000427188	chr21	-	44890312	44891472	44891472	44891472	2	44890312,44891391,	44891198,44891472,	LINC00313
ENST00000441283	chr21	-	44895804	44899414	44899414	44899414	4	44895804,44896419,44897943,44899379,	44895919,44896631,44898029,44899414,	LINC00313
ENST00000398116	chr21	+	44971109	44971481	44971481	44971481	1	44971109,	44971481,	RPL31P1
ENST00000599962	chr21	+	44985069	44985529	44985529	44985529	1	44985069,	44985529,	H2BFS
ENST00000464664	chr21	+	44985119	44985500	44985500	44985500	1	44985119,	44985500,	H2BFS
ENST00000443485	chr21	-	45033731	45079351	45033731	45077977	7	45033731,45050202,45053143,45064169,45076467,45077941,45079266,	45033828,45050335,45053302,45064273,45076618,45078201,45079351,	HSF2BP
ENST00000470886	chr21	+	45106012	45115958	45115958	45115958	5	45106012,45107396,45110168,45111319,45113070,	45106816,45108121,45110321,45111383,45115958,	RRP1B
ENST00000398081	chr21	+	45138974	45158742	45139175	45156956	3	45138974,45153949,45156834,	45139262,45154004,45158742,	PDXK
ENST00000468090	chr21	+	45138977	45182188	45139175	45175944	10	45138977,45153949,45161547,45165959,45168875,45170380,45172398,45173463,45175578,45175831,	45139262,45154004,45161652,45166006,45168961,45170426,45172510,45173600,45175645,45182188,	PDXK
ENST00000291565	chr21	+	45138992	45182188	45139175	45175944	11	45138992,45153949,45161547,45163604,45165959,45168875,45170380,45172398,45173463,45175578,45175831,	45139262,45154004,45161652,45163688,45166006,45168961,45170426,45172510,45173600,45175645,45182188,	PDXK
ENST00000398085	chr21	+	45139056	45172510	45172510	45172510	8	45139056,45153949,45161547,45163549,45165959,45168875,45170380,45172398,	45139262,45154004,45161652,45163688,45166006,45168961,45170426,45172510,	PDXK
ENST00000476084	chr21	+	45139057	45143774	45143774	45143774	2	45139057,45143377,	45139262,45143774,	PDXK
ENST00000470029	chr21	+	45139103	45164531	45164531	45164531	5	45139103,45153949,45161547,45163604,45164351,	45139262,45154004,45161652,45163688,45164531,	PDXK
ENST00000438837	chr21	+	45141572	45152146	45152146	45152146	2	45141572,45152019,	45141787,45152146,	PDXK
ENST00000498040	chr21	+	45148610	45173535	45173535	45173535	9	45148610,45153949,45161547,45163604,45165959,45168875,45170380,45172398,45173463,	45148891,45154004,45161652,45163688,45166006,45168961,45170426,45172510,45173535,	PDXK
ENST00000327574	chr21	+	45148780	45158742	45152258	45156956	4	45148780,45152019,45153949,45156834,	45148891,45152528,45154004,45158742,	PDXK
ENST00000472777	chr21	+	45148793	45167067	45167067	45167067	6	45148793,45153949,45161547,45163604,45165959,45166996,	45148891,45154004,45161652,45163688,45166006,45167067,	PDXK
ENST00000476313	chr21	+	45148797	45158712	45158712	45158712	4	45148797,45152019,45153949,45157461,	45148891,45152323,45154004,45158712,	PDXK
ENST00000481512	chr21	+	45153551	45173475	45173475	45173475	9	45153551,45153949,45161547,45163604,45165959,45168875,45170380,45172398,45173463,	45153587,45154004,45161652,45163688,45166006,45168961,45170426,45172510,45173475,	PDXK
ENST00000490666	chr21	+	45160896	45173535	45173535	45173535	8	45160896,45161547,45163604,45165959,45168875,45170380,45172398,45173463,	45160921,45161652,45163688,45166006,45168961,45170426,45172510,45173535,	PDXK
ENST00000467908	chr21	+	45161300	45182188	45161431	45175944	10	45161300,45161547,45163604,45165959,45168875,45170380,45172398,45173463,45175578,45175831,	45161453,45161652,45163688,45166006,45168961,45170426,45172510,45173600,45175645,45182188,	PDXK
ENST00000343528	chr21	+	45161345	45176136	45176136	45176136	10	45161345,45161547,45163604,45165959,45168875,45170380,45172398,45173463,45175578,45175831,	45161457,45161652,45163688,45166006,45168961,45170426,45172510,45173600,45175645,45176136,	PDXK
ENST00000398078	chr21	+	45161356	45176025	45176025	45176025	9	45161356,45163604,45165959,45168875,45170380,45172398,45173463,45175578,45175831,	45161652,45163688,45166006,45168961,45170426,45172510,45173600,45175645,45176025,	PDXK
ENST00000468392	chr21	+	45165583	45176054	45176054	45176054	7	45165583,45168875,45170380,45172398,45173463,45175578,45175831,	45166006,45168961,45170426,45172510,45173600,45175645,45176054,	PDXK
ENST00000461123	chr21	+	45173463	45176043	45176043	45176043	3	45173463,45175357,45175831,	45173600,45175645,45176043,	PDXK
ENST00000291568	chr21	-	45192392	45196326	45194082	45196150	3	45192392,45194538,45196084,	45194211,45194640,45196326,	CSTB
ENST00000480147	chr21	-	45194070	45196187	45196187	45196187	2	45194070,45196084,	45194640,45196187,	CSTB
ENST00000452969	chr21	+	45203003	45203454	45203454	45203454	1	45203003,	45203454,	TMEM97P1
ENST00000475534	chr21	+	45209393	45217418	45217418	45217418	6	45209393,45211230,45212552,45213199,45215069,45217302,	45209576,45211313,45212610,45213285,45215131,45217418,	RRP1
ENST00000483896	chr21	+	45209439	45217863	45209510	45210901	9	45209439,45210896,45211230,45212552,45213199,45215069,45217302,45217511,45217787,	45209643,45210937,45211313,45212610,45213285,45215131,45217432,45217576,45217863,	RRP1
ENST00000492638	chr21	+	45209457	45213300	45213300	45213300	3	45209457,45211230,45212552,	45209643,45211313,45213300,	RRP1
ENST00000473988	chr21	+	45210373	45211293	45211293	45211293	2	45210373,45211230,	45210937,45211293,	RRP1
ENST00000400385	chr21	-	45225638	45232448	45232448	45232448	2	45225638,45228681,	45226469,45232448,	AP001053.11
ENST00000448247	chr21	-	45225638	45230242	45230242	45230242	4	45225638,45226844,45228681,45230111,	45226469,45227120,45229332,45230242,	AP001053.11
ENST00000437258	chr21	-	45225638	45230212	45230212	45230212	2	45225638,45230111,	45226469,45230212,	AP001053.11
ENST00000543603	chr21	-	45228910	45230242	45230242	45230242	2	45228910,45230111,	45229332,45230242,	AP001053.11
ENST00000449877	chr21	-	45275770	45276223	45276223	45276223	1	45275770,	45276223,	MYL6P1
ENST00000434430	chr21	-	45275968	45276136	45276136	45276136	1	45275968,	45276136,	MYL6P1
ENST00000474735	chr21	+	45286499	45287627	45287627	45287627	4	45286499,45287019,45287373,45287557,	45286546,45287227,45287475,45287627,	AGPAT3
ENST00000362728	chr21	-	45339675	45339782	45339782	45339782	1	45339675,	45339782,	RNU6-859P
ENST00000398058	chr21	+	45366810	45404554	45379562	45402273	11	45366810,45368154,45374430,45379514,45387826,45388998,45390533,45391268,45397926,45400869,45402184,	45366939,45368210,45375123,45379740,45387996,45389160,45390687,45391371,45398002,45401068,45404554,	AGPAT3
ENST00000457068	chr21	+	45366830	45391371	45379562	45391371	6	45366830,45379514,45387826,45388998,45390533,45391268,	45366939,45379740,45387996,45389160,45390687,45391371,	AGPAT3
ENST00000448845	chr21	+	45366886	45379677	45379562	45379677	3	45366886,45368034,45379514,	45366939,45368210,45379677,	AGPAT3
ENST00000498670	chr21	+	45366890	45374983	45374983	45374983	3	45366890,45368034,45374430,	45366939,45368223,45374983,	AGPAT3
ENST00000422850	chr21	+	45370567	45391371	45379562	45391371	6	45370567,45379514,45387826,45388998,45390533,45391268,	45370755,45379740,45387996,45389160,45390687,45391371,	AGPAT3
ENST00000497909	chr21	+	45370593	45375041	45375041	45375041	2	45370593,45374430,	45370755,45375041,	AGPAT3
ENST00000546158	chr21	+	45374428	45402598	45379562	45402273	9	45374428,45379514,45387826,45388998,45390533,45391268,45397926,45400869,45402184,	45375123,45379740,45387996,45389160,45390687,45391371,45398002,45401068,45402598,	AGPAT3
ENST00000479117	chr21	+	45379663	45402605	45402605	45402605	9	45379663,45380512,45387826,45388998,45390533,45391268,45397926,45400869,45402184,	45379740,45380660,45387996,45389160,45390687,45391371,45398002,45401068,45402605,	AGPAT3
ENST00000481319	chr21	+	45379669	45389148	45389148	45389148	4	45379669,45380512,45387749,45388998,	45379740,45380660,45387996,45389148,	AGPAT3
ENST00000467358	chr21	+	45384809	45402258	45402258	45402258	7	45384809,45388998,45390533,45391268,45397926,45400869,45402184,	45387996,45389160,45390687,45391371,45398002,45401068,45402258,	AGPAT3
ENST00000484865	chr21	+	45391283	45401293	45401293	45401293	3	45391283,45397926,45400869,	45391371,45398002,45401293,	AGPAT3
ENST00000516797	chr21	-	45416202	45416301	45416301	45416301	1	45416202,	45416301,	RNU6-1150P
ENST00000380221	chr21	+	45432199	45480143	45432374	45479386	7	45432199,45451971,45457672,45472160,45475578,45478983,45479345,	45432441,45452053,45457808,45472357,45475774,45479095,45480143,	TRAPPC10
ENST00000416034	chr21	-	45466227	45466922	45466922	45466922	2	45466227,45466687,	45466387,45466922,	H2AFZP1
ENST00000481460	chr21	+	45499356	45502781	45502781	45502781	3	45499356,45499895,45502668,	45499585,45500008,45502781,	TRAPPC10
ENST00000461889	chr21	+	45499673	45502896	45502896	45502896	2	45499673,45502668,	45500008,45502896,	TRAPPC10
ENST00000459741	chr21	+	45507919	45526433	45526433	45526433	6	45507919,45511803,45513943,45518237,45522658,45523173,	45509814,45511930,45514114,45518415,45522853,45526433,	TRAPPC10
ENST00000465905	chr21	+	45509365	45518305	45518305	45518305	5	45509365,45509713,45511803,45513943,45518237,	45509461,45509814,45511930,45514114,45518305,	TRAPPC10
ENST00000483973	chr21	+	45509381	45516585	45516585	45516585	5	45509381,45509713,45511803,45513943,45516485,	45509461,45509814,45511930,45514114,45516585,	TRAPPC10
ENST00000486746	chr21	+	45509581	45518315	45518315	45518315	5	45509581,45509713,45511803,45513943,45518237,	45509634,45509814,45511930,45514114,45518315,	TRAPPC10
ENST00000469521	chr21	+	45509640	45518415	45518415	45518415	5	45509640,45511803,45513943,45516485,45518237,	45509814,45511930,45514114,45516594,45518415,	TRAPPC10
ENST00000485621	chr21	+	45511633	45518306	45518306	45518306	3	45511633,45513943,45518237,	45511930,45514114,45518306,	TRAPPC10
ENST00000468864	chr21	+	45516460	45524932	45524932	45524932	3	45516460,45522658,45523173,	45518415,45522853,45524932,	TRAPPC10
ENST00000291576	chr21	+	45527170	45551063	45527297	45550653	21	45527170,45528864,45533633,45534059,45534505,45535144,45535571,45537700,45538643,45539267,45540228,45540511,45540832,45542057,45544460,45545891,45546780,45547812,45548127,45548432,45550478,	45527315,45528977,45533728,45534159,45534649,45535280,45535801,45537844,45538714,45539404,45540377,45540659,45540983,45542238,45544608,45546000,45546846,45548031,45548278,45548507,45551063,	PWP2
ENST00000456705	chr21	+	45527253	45535625	45527297	45535625	6	45527253,45528864,45533633,45534505,45535144,45535571,	45527315,45528977,45533728,45534649,45535280,45535625,	PWP2
ENST00000486126	chr21	+	45534456	45537724	45537724	45537724	4	45534456,45535144,45535571,45537700,	45534649,45535280,45535801,45537724,	PWP2
ENST00000471490	chr21	+	45539039	45547736	45547736	45547736	6	45539039,45540228,45540511,45540832,45544460,45546780,	45539404,45540377,45540659,45542238,45546000,45547736,	PWP2
ENST00000494310	chr21	+	45545891	45548480	45548480	45548480	6	45545891,45546780,45547455,45547812,45548127,45548432,	45546000,45546846,45547574,45548031,45548278,45548480,	PWP2
ENST00000476948	chr21	+	45547679	45548532	45548532	45548532	3	45547679,45548127,45548432,	45548031,45548278,45548532,	PWP2
ENST00000291577	chr21	+	45553486	45565605	45553579	45564831	7	45553486,45553983,45555941,45557058,45560131,45563086,45564702,	45553720,45554036,45556055,45557178,45560224,45563243,45565605,	C21orf33
ENST00000495007	chr21	+	45553497	45564894	45564894	45564894	6	45553497,45555941,45557058,45560131,45563086,45564702,	45554036,45556055,45557178,45560224,45563243,45564894,	C21orf33
ENST00000427803	chr21	+	45553499	45561299	45553579	45560956	6	45553499,45553983,45555941,45557058,45560131,45560823,	45553720,45554036,45556055,45557178,45560224,45561299,	C21orf33
ENST00000493883	chr21	+	45553520	45561299	45561299	45561299	5	45553520,45555941,45557058,45560131,45561045,	45553720,45556055,45557178,45560224,45561299,	C21orf33
ENST00000480786	chr21	+	45553555	45560486	45560486	45560486	5	45553555,45553983,45555941,45557058,45560131,	45553720,45554036,45556055,45557178,45560486,	C21orf33
ENST00000348499	chr21	+	45553561	45565605	45553579	45564831	6	45553561,45553983,45555941,45557058,45563086,45564702,	45553720,45554036,45556055,45557178,45563243,45565605,	C21orf33
ENST00000389690	chr21	+	45553660	45561299	45553660	45561280	6	45553660,45553983,45555941,45557058,45560131,45561045,	45553720,45554036,45556055,45557178,45560224,45561299,	C21orf33
ENST00000449622	chr21	+	45553695	45565605	45553695	45564831	7	45553695,45553983,45555941,45557058,45560131,45563086,45564702,	45553720,45554036,45556055,45557259,45560224,45563243,45565605,	C21orf33
ENST00000488392	chr21	+	45555988	45557457	45557457	45557457	2	45555988,45557058,	45556055,45557457,	C21orf33
ENST00000419699	chr21	+	45556000	45565605	45556000	45565506	6	45556000,45557058,45560131,45563086,45564702,45565452,	45556055,45557178,45560224,45563243,45564798,45565605,	C21orf33
ENST00000470545	chr21	+	45556755	45557448	45557448	45557448	2	45556755,45557058,	45556909,45557448,	C21orf33
ENST00000411694	chr21	-	45578622	45579955	45579955	45579955	2	45578622,45579707,	45579237,45579955,	AP001055.6
ENST00000424921	chr21	-	45578897	45579959	45579959	45579959	3	45578897,45579161,45579707,	45579044,45579237,45579959,	AP001055.6
ENST00000598764	chr21	-	45587817	45593580	45587817	45593580	3	45587817,45590936,45593516,	45588263,45591047,45593580,	AP001055.1
ENST00000411956	chr21	+	45595371	45596336	45596336	45596336	2	45595371,45595562,	45595418,45596336,	AP001056.1
ENST00000437557	chr21	+	45621172	45622579	45622579	45622579	2	45621172,45622448,	45621840,45622579,	AP001057.1
ENST00000423967	chr21	-	45626407	45627282	45627282	45627282	2	45626407,45627085,	45626673,45627282,	AP001058.3
ENST00000407780	chr21	-	45642873	45660828	45648916	45660700	7	45642873,45649936,45651162,45655154,45656749,45658330,45660686,	45648927,45649972,45651327,45655445,45657100,45658371,45660828,	ICOSLG
ENST00000344330	chr21	-	45642873	45660723	45642929	45660700	7	45642873,45649936,45651162,45655154,45656749,45658330,45660686,	45642961,45649972,45651327,45655445,45657100,45658371,45660723,	ICOSLG
ENST00000400377	chr21	-	45646716	45660849	45648916	45660700	6	45646716,45649936,45651162,45655154,45658330,45660686,	45648927,45649972,45651327,45655445,45658371,45660849,	ICOSLG
ENST00000400379	chr21	-	45646716	45660828	45649412	45660700	6	45646716,45651162,45655154,45656749,45658330,45660686,	45649972,45651327,45655445,45657100,45658371,45660828,	ICOSLG
ENST00000270172	chr21	-	45666221	45682099	45666279	45681142	12	45666221,45668908,45670692,45671505,45674499,45675949,45678405,45679319,45679514,45680677,45681036,45681622,	45666448,45668994,45670832,45671581,45674588,45676037,45678577,45679432,45679594,45680722,45681149,45682099,	DNMT3L
ENST00000436357	chr21	-	45666221	45671121	45666279	45671121	4	45666221,45668908,45670692,45670968,	45666445,45668994,45670832,45671121,	DNMT3L
ENST00000418993	chr21	-	45666222	45682099	45666279	45681142	12	45666222,45668908,45670692,45671505,45674499,45675949,45678405,45679319,45679514,45680677,45681036,45681622,	45666445,45668994,45670832,45671581,45674588,45676037,45678577,45679432,45679594,45680722,45681149,45682099,	DNMT3L
ENST00000431166	chr21	-	45670692	45681765	45670692	45681142	9	45670692,45671505,45674499,45675949,45678405,45679319,45679514,45681036,45681622,	45670832,45671581,45674588,45676037,45678577,45679432,45679594,45681149,45681765,	DNMT3L
ENST00000442785	chr21	+	45670695	45671403	45671403	45671403	2	45670695,45671009,	45670824,45671403,	AP001059.5
ENST00000530812	chr21	+	45705720	45718531	45718531	45718531	12	45705720,45706439,45706860,45708227,45709870,45710980,45712184,45712875,45713671,45714283,45716265,45717538,	45706021,45706614,45707474,45709685,45709951,45711093,45712284,45713058,45713793,45714386,45716328,45718531,	AIRE
ENST00000527919	chr21	+	45705728	45717622	45717622	45717622	14	45705728,45706439,45706860,45708227,45709110,45709539,45709870,45710980,45712184,45712875,45713671,45714254,45716265,45717538,	45706021,45706614,45707474,45708341,45709299,45709685,45709951,45711093,45712284,45713058,45713793,45714386,45716328,45717622,	AIRE
ENST00000291582	chr21	+	45705762	45718102	45705889	45717610	14	45705762,45706439,45706860,45707399,45708227,45709539,45709870,45710977,45712184,45712875,45713671,45714283,45716265,45717538,	45706021,45706614,45707016,45707474,45708341,45709685,45709951,45711093,45712284,45713058,45713793,45714386,45716328,45718102,	AIRE
ENST00000337909	chr21	+	45710637	45717872	45717872	45717872	7	45710637,45712184,45712875,45713671,45714283,45716265,45717538,	45711093,45712284,45713058,45713793,45714386,45716328,45717872,	AIRE
ENST00000397994	chr21	+	45710637	45717872	45717872	45717872	8	45710637,45712184,45712875,45712990,45713671,45714283,45716265,45717538,	45711093,45712284,45712908,45713058,45713793,45714386,45716328,45717872,	AIRE
